iter	RMSE
616	2.953852825
617	2.944906552
618	2.940775094
619	2.935078614
620	2.926589948
621	2.923497501
622	2.919468578
623	2.911385819
624	2.904125916
625	2.897721018
626	2.891360136
627	2.884905732
628	2.876831229
629	2.870695385
630	2.861904793
631	2.858277979
632	2.851047194
633	2.845519755
634	2.84477839
635	2.838470954
636	2.834119417
637	2.828139968
638	2.823173601
639	2.81966498
640	2.810493488
641	2.807819356
642	2.802102111
643	2.794358878
644	2.788026708
645	2.785127644
646	2.783904529
647	2.776384476
648	2.775124985
649	2.767458285
650	2.761599088
651	2.754339877
652	2.748238417
653	2.74188786
654	2.735553536
655	2.730148389
656	2.724322071
657	2.72363756
658	2.718086787
659	2.716127101
660	2.71236781
661	2.707165192
662	2.702868709
663	2.701587963
664	2.693026159
665	2.68806427
666	2.682877376
667	2.677638576
668	2.674458983
669	2.668321892
670	2.662957385
671	2.657317409
672	2.654347672
673	2.648514305
674	2.642435167
675	2.635201056
676	2.631201008
677	2.627366774
678	2.624056568
679	2.621838099
680	2.618675772
681	2.610758967
682	2.604472742
683	2.60174121
684	2.598967102
685	2.593730418
686	2.588539907
687	2.583277777
688	2.579938457
689	2.575729128
690	2.572132261
691	2.566591368
692	2.562143135
693	2.557307271
694	2.554100787
695	2.553298854
696	2.549935188
697	2.546793726
698	2.543919629
699	2.537926163
700	2.532819247
701	2.52670197
702	2.522086234
703	2.520323801
704	2.516031112
705	2.513297181
706	2.506790156
707	2.505591184
708	2.500668747
709	2.496759914
710	2.490939528
711	2.48653256
712	2.481874837
713	2.47979822
714	2.478097379
715	2.473800546
716	2.470973382
717	2.465399563
718	2.464506517
719	2.463770033
720	2.45865854
721	2.457970838
722	2.453020815
723	2.449875214
724	2.446902548
725	2.442944169
726	2.442378088
727	2.439665735
728	2.438669433
729	2.435217589
730	2.429942404
731	2.42512432
732	2.42342116
733	2.419241763
734	2.416219559
735	2.415607073
736	2.414269033
737	2.413050152
738	2.409407028
739	2.408574949
740	2.402282456
741	2.400851378
742	2.39547499
743	2.393711915
744	2.389797474
745	2.385274558
746	2.382463334
747	2.380307273
748	2.378357714
749	2.37337043
750	2.371155024
751	2.366044288
752	2.356906864
753	2.352707975
754	2.351088858
755	2.345566001
756	2.339407193
757	2.338756218
758	2.338077158
759	2.335144373
760	2.330870318
761	2.326805158
762	2.320065424
763	2.318662774
764	2.318168954
765	2.314056757
766	2.310127075
767	2.306309679
768	2.303336112
769	2.298651856
770	2.295711108
771	2.291456546
772	2.289422051
773	2.286450306
774	2.283134198
775	2.282237358
776	2.276390792
777	2.274259339
778	2.270058618
779	2.269389854
780	2.264397144
781	2.261722126
782	2.257923339
783	2.251296608
784	2.250875316
785	2.249533539
786	2.245306992
787	2.243259356
788	2.239303337
789	2.238950819
790	2.238513714
791	2.235752774
792	2.230484038
793	2.228425726
794	2.227282701
795	2.226853124
796	2.223857439
797	2.22342749
798	2.217969316
799	2.215466226
800	2.211908114
801	2.207366346
802	2.20008876
803	2.195548078
804	2.192278095
805	2.188105697
806	2.1850142
807	2.184439587
808	2.183177795
809	2.180640906
810	2.176024309
811	2.175503217
812	2.171780851
813	2.169263011
814	2.16669522
815	2.163591687
816	2.158596233
817	2.157001832
818	2.155138895
819	2.15450189
820	2.151983624
821	2.149620244
822	2.147730695
823	2.143756104
824	2.139254509
825	2.137028245
826	2.132888122
827	2.128302098
828	2.123694569
829	2.121883063
830	2.118595991
831	2.118137243
832	2.115605173
833	2.111761671
834	2.109771019
835	2.105332272
836	2.102044105
837	2.100930634
838	2.099103494
839	2.095918785
840	2.094849753
841	2.091717392
842	2.087780454
843	2.083836357
844	2.083457926
845	2.081060077
846	2.079108038
847	2.076187431
848	2.072030905
849	2.070006901
850	2.069486545
851	2.066428146
852	2.061867021
853	2.059076283
854	2.055457057
855	2.051862036
856	2.047084355
857	2.042266772
858	2.041900849
859	2.037342129
860	2.033203351
861	2.02996385
862	2.029454837
863	2.029196872
864	2.028687341
865	2.027645456
866	2.023943071
867	2.020659167
868	2.017700257
869	2.015033439
870	2.013141923
871	2.010475355
872	2.006843976
873	2.006471799
874	2.004494874
875	2.000832017
876	1.998815167
877	1.994483704
878	1.990423251
879	1.985650146
880	1.982872767
881	1.977620814
882	1.974102996
883	1.969505184
884	1.964565939
885	1.96242547
886	1.961290245
887	1.959372866
888	1.958494573
889	1.958028684
890	1.953465306
891	1.950399913
892	1.947885939
893	1.944932123
894	1.941831917
895	1.940084665
896	1.938602612
897	1.936059147
898	1.935113274
899	1.931747522
900	1.928030945
901	1.926469207
902	1.924659461
903	1.923997725
904	1.921879694
905	1.920272259
906	1.916558103
907	1.912593634
908	1.907887147
909	1.904564478
910	1.902338908
911	1.899524384
912	1.896289549
913	1.893111737
914	1.890653981
915	1.889917806
916	1.887071866
917	1.883306231
918	1.882923764
919	1.881229746
920	1.878832738
921	1.87772759
922	1.875686857
923	1.87157458
924	1.870984602
925	1.868759535
926	1.866052923
927	1.865336176
928	1.862009803
929	1.858695651
930	1.854055464
931	1.852508035
932	1.850456494
933	1.849012354
934	1.848222371
935	1.846971642
936	1.845314965
937	1.843950816
938	1.840706631
939	1.837338441
940	1.831864738
941	1.827387912
942	1.825160775
943	1.822310129
944	1.817147896
945	1.814445162
946	1.814109347
947	1.81224747
948	1.811610836
949	1.809435059
950	1.809095634
951	1.808765749
952	1.805963772
953	1.804474397
954	1.802907233
955	1.800707473
956	1.797678302
957	1.796023444
958	1.795806866
959	1.79258262
960	1.792342804
961	1.790119732
962	1.789741257
963	1.788142028
964	1.785724497
965	1.785456464
966	1.785151448
967	1.783249375
968	1.781088933
969	1.777766566
970	1.774324068
971	1.774059602
972	1.770700569
973	1.766948691
974	1.763831836
975	1.762176607
976	1.760489494
977	1.759328456
978	1.757311239
979	1.75619082
980	1.754162324
981	1.75152577
982	1.75119959
983	1.750943694
984	1.747511969
985	1.744782628
986	1.742073376
987	1.739665226
988	1.737938921
989	1.735091713
990	1.733387277
991	1.732539678
992	1.731348117
993	1.727545566
994	1.727296473
995	1.722429023
996	1.720335733
997	1.717599553
998	1.716124158
999	1.713071116
